year,month,type,law,vehicle_type,method,count
104,6,在車道交通島散發廣告物等或在車站內休息站販賣物品妨礙交通,83條,重型機車(250CC以上),逕舉,0
104,6,在車道交通島散發廣告物等或在車站內休息站販賣物品妨礙交通,83條,重型機車(250CC以上),攔停,0
104,6,在車道交通島散發廣告物等或在車站內休息站販賣物品妨礙交通,83條,機車,逕舉,0
104,6,在車道交通島散發廣告物等或在車站內休息站販賣物品妨礙交通,83條,機車,攔停,0
104,6,在多車道轉彎不依規定,48條第1項第4款,汽車,逕舉,418
104,6,在多車道轉彎不依規定,48條第1項第4款,汽車,攔停,32
104,6,在多車道轉彎不依規定,48條第1項第4款,重型機車(250CC以上),逕舉,0
104,6,在多車道轉彎不依規定,48條第1項第4款,重型機車(250CC以上),攔停,0
104,6,在多車道轉彎不依規定,48條第1項第4款,機車,逕舉,0
104,6,在多車道轉彎不依規定,48條第1項第4款,機車,攔停,0
104,6,在多車道不依規定駕車,45條第4款,汽車,逕舉,47
104,6,在多車道不依規定駕車,45條第4款,汽車,攔停,1
104,6,在多車道不依規定駕車,45條第4款,重型機車(250CC以上),逕舉,0
104,6,在多車道不依規定駕車,45條第4款,重型機車(250CC以上),攔停,0
104,6,在多車道不依規定駕車,45條第4款,機車,逕舉,3
104,6,在多車道不依規定駕車,45條第4款,機車,攔停,0
104,6,各項異動不依規定申報登記,16條第1項第1款,汽車,逕舉,0
104,6,各項異動不依規定申報登記,16條第1項第1款,汽車,攔停,0
104,6,各項異動不依規定申報登記,16條第1項第1款,重型機車(250CC以上),逕舉,0
104,6,各項異動不依規定申報登記,16條第1項第1款,重型機車(250CC以上),攔停,0
104,6,各項異動不依規定申報登記,16條第1項第1款,機車,逕舉,0
104,6,各項異動不依規定申報登記,16條第1項第1款,機車,攔停,2
104,6,未繫安全帶(高速公路),31條第2項,汽車,逕舉,0
104,6,未繫安全帶(高速公路),31條第2項,汽車,攔停,0
104,6,未繫安全帶(高速公路),31條第2項,重型機車(250CC以上),逕舉,0
104,6,未繫安全帶(高速公路),31條第2項,重型機車(250CC以上),攔停,0
104,6,未繫安全帶(高速公路),31條第2項,機車,逕舉,0
104,6,未繫安全帶(高速公路),31條第2項,機車,攔停,0
104,6,未繫安全帶,31條第1項,汽車,逕舉,3
104,6,未繫安全帶,31條第1項,汽車,攔停,1
104,6,未繫安全帶,31條第1項,重型機車(250CC以上),逕舉,0
104,6,未繫安全帶,31條第1項,重型機車(250CC以上),攔停,0
104,6,未繫安全帶,31條第1項,機車,逕舉,0
104,6,未繫安全帶,31條第1項,機車,攔停,0
104,6,未戴安全帽,31條第6項,汽車,逕舉,0
104,6,未戴安全帽,31條第6項,汽車,攔停,0
104,6,未戴安全帽,31條第6項,重型機車(250CC以上),逕舉,0
104,6,未戴安全帽,31條第6項,重型機車(250CC以上),攔停,0
104,6,未戴安全帽,31條第6項,機車,逕舉,110
104,6,未戴安全帽,31條第6項,機車,攔停,103
104,6,未辦理執業登記,36條第1項,汽車,逕舉,0
104,6,未辦理執業登記,36條第1項,汽車,攔停,9
104,6,未辦理執業登記,36條第1項,重型機車(250CC以上),逕舉,0
104,6,未辦理執業登記,36條第1項,重型機車(250CC以上),攔停,0
104,6,未辦理執業登記,36條第1項,機車,逕舉,0
104,6,未辦理執業登記,36條第1項,機車,攔停,0
104,6,未領有駕照駕車,21條第1項第1款,汽車,逕舉,0
104,6,未領有駕照駕車,21條第1項第1款,汽車,攔停,97
104,6,未領有駕照駕車,21條第1項第1款,重型機車(250CC以上),逕舉,0
104,6,未領有駕照駕車,21條第1項第1款,重型機車(250CC以上),攔停,1
104,6,未領有駕照駕車,21條第1項第1款,機車,逕舉,0
104,6,未領有駕照駕車,21條第1項第1款,機車,攔停,573
104,6,未領用或未懸掛牌照等,12條第1項第1.3.4.5.6.7.8款,汽車,逕舉,0
104,6,未領用或未懸掛牌照等,12條第1項第1.3.4.5.6.7.8款,汽車,攔停,145
104,6,未領用或未懸掛牌照等,12條第1項第1.3.4.5.6.7.8款,重型機車(250CC以上),逕舉,0
104,6,未領用或未懸掛牌照等,12條第1項第1.3.4.5.6.7.8款,重型機車(250CC以上),攔停,0
104,6,未領用或未懸掛牌照等,12條第1項第1.3.4.5.6.7.8款,機車,逕舉,0
104,6,未領用或未懸掛牌照等,12條第1項第1.3.4.5.6.7.8款,機車,攔停,51
104,6,未領用有效牌照、懸掛他車或未懸掛號牌停車,12條第4項,汽車,逕舉,0
104,6,未領用有效牌照、懸掛他車或未懸掛號牌停車,12條第4項,汽車,攔停,0
104,6,未領用有效牌照、懸掛他車或未懸掛號牌停車,12條第4項,重型機車(250CC以上),逕舉,0
104,6,未領用有效牌照、懸掛他車或未懸掛號牌停車,12條第4項,重型機車(250CC以上),攔停,0
104,6,未領用有效牌照、懸掛他車或未懸掛號牌停車,12條第4項,機車,逕舉,0
104,6,未領用有效牌照、懸掛他車或未懸掛號牌停車,12條第4項,機車,攔停,0
104,6,未經許可在道路擺設攤位,82條第1項第10款,汽車,逕舉,0
104,6,未經許可在道路擺設攤位,82條第1項第10款,汽車,攔停,318
104,6,未經許可在道路擺設攤位,82條第1項第10款,重型機車(250CC以上),逕舉,0
104,6,未經許可在道路擺設攤位,82條第1項第10款,重型機車(250CC以上),攔停,0
104,6,未經許可在道路擺設攤位,82條第1項第10款,機車,逕舉,0
104,6,未經許可在道路擺設攤位,82條第1項第10款,機車,攔停,0
104,6,未依規定減速慢行,44條第1項,汽車,逕舉,0
104,6,未依規定減速慢行,44條第1項,汽車,攔停,0
104,6,未依規定減速慢行,44條第1項,重型機車(250CC以上),逕舉,0
104,6,未依規定減速慢行,44條第1項,重型機車(250CC以上),攔停,0
104,6,未依規定減速慢行,44條第1項,機車,逕舉,0
104,6,未依規定減速慢行,44條第1項,機車,攔停,0
104,6,以迫近驟然變換車道或不當方式迫使他車讓道,43條第1項第3款,汽車,逕舉,0
104,6,以迫近驟然變換車道或不當方式迫使他車讓道,43條第1項第3款,汽車,攔停,0
104,6,以迫近驟然變換車道或不當方式迫使他車讓道,43條第1項第3款,重型機車(250CC以上),逕舉,0
104,6,以迫近驟然變換車道或不當方式迫使他車讓道,43條第1項第3款,重型機車(250CC以上),攔停,0
104,6,以迫近驟然變換車道或不當方式迫使他車讓道,43條第1項第3款,機車,逕舉,0
104,6,以迫近驟然變換車道或不當方式迫使他車讓道,43條第1項第3款,機車,攔停,1
104,6,六歲以下兒童單獨留置車內,31條第4項,汽車,逕舉,0
104,6,六歲以下兒童單獨留置車內,31條第4項,汽車,攔停,0
104,6,六歲以下兒童單獨留置車內,31條第4項,重型機車(250CC以上),逕舉,0
104,6,六歲以下兒童單獨留置車內,31條第4項,重型機車(250CC以上),攔停,0
104,6,六歲以下兒童單獨留置車內,31條第4項,機車,逕舉,0
104,6,六歲以下兒童單獨留置車內,31條第4項,機車,攔停,0
104,6,五年內二次以上酒駕違規者,35條第3項,汽車,逕舉,0
104,6,五年內二次以上酒駕違規者,35條第3項,汽車,攔停,8
104,6,五年內二次以上酒駕違規者,35條第3項,重型機車(250CC以上),逕舉,0
104,6,五年內二次以上酒駕違規者,35條第3項,重型機車(250CC以上),攔停,0
104,6,五年內二次以上酒駕違規者,35條第3項,機車,逕舉,0
104,6,五年內二次以上酒駕違規者,35條第3項,機車,攔停,37
104,6,不按遵行方向行駛,45條第1款,汽車,逕舉,26
104,6,不按遵行方向行駛,45條第1款,汽車,攔停,57
104,6,不按遵行方向行駛,45條第1款,重型機車(250CC以上),逕舉,0
104,6,不按遵行方向行駛,45條第1款,重型機車(250CC以上),攔停,0
104,6,不按遵行方向行駛,45條第1款,機車,逕舉,180
104,6,不按遵行方向行駛,45條第1款,機車,攔停,398
104,6,不服或抗拒交通警察人員取締,60條第1項,汽車,逕舉,1
104,6,不服或抗拒交通警察人員取締,60條第1項,汽車,攔停,7
104,6,不服或抗拒交通警察人員取締,60條第1項,重型機車(250CC以上),逕舉,0
104,6,不服或抗拒交通警察人員取締,60條第1項,重型機車(250CC以上),攔停,0
104,6,不服或抗拒交通警察人員取締,60條第1項,機車,逕舉,3
104,6,不服或抗拒交通警察人員取締,60條第1項,機車,攔停,49
104,6,不依規定轉彎,48條第1項第1.2.3.6款,汽車,逕舉,587
104,6,不依規定轉彎,48條第1項第1.2.3.6款,汽車,攔停,632
104,6,不依規定轉彎,48條第1項第1.2.3.6款,重型機車(250CC以上),逕舉,3
104,6,不依規定轉彎,48條第1項第1.2.3.6款,重型機車(250CC以上),攔停,0
104,6,不依規定轉彎,48條第1項第1.2.3.6款,機車,逕舉,280
104,6,不依規定轉彎,48條第1項第1.2.3.6款,機車,攔停,6019
104,6,不依規定辦理異動申請或年度查驗者,36條第3項,汽車,逕舉,0
104,6,不依規定辦理異動申請或年度查驗者,36條第3項,汽車,攔停,2
104,6,不依規定辦理異動申請或年度查驗者,36條第3項,重型機車(250CC以上),逕舉,0
104,6,不依規定辦理異動申請或年度查驗者,36條第3項,重型機車(250CC以上),攔停,0
104,6,不依規定辦理異動申請或年度查驗者,36條第3項,機車,逕舉,0
104,6,不依規定辦理異動申請或年度查驗者,36條第3項,機車,攔停,0
104,6,不依規定超車,47條,汽車,逕舉,15
104,6,不依規定超車,47條,汽車,攔停,0
104,6,不依規定超車,47條,重型機車(250CC以上),逕舉,1
104,6,不依規定超車,47條,重型機車(250CC以上),攔停,0
104,6,不依規定超車,47條,機車,逕舉,10
104,6,不依規定超車,47條,機車,攔停,1
104,6,大型車駕照吊扣期間駕車,21條之1第1項第7款,汽車,逕舉,0
104,6,大型車駕照吊扣期間駕車,21條之1第1項第7款,汽車,攔停,0
104,6,大型車駕照吊扣期間駕車,21條之1第1項第7款,重型機車(250CC以上),逕舉,0
104,6,大型車駕照吊扣期間駕車,21條之1第1項第7款,重型機車(250CC以上),攔停,0
104,6,大型車駕照吊扣期間駕車,21條之1第1項第7款,機車,逕舉,0
104,6,大型車駕照吊扣期間駕車,21條之1第1項第7款,機車,攔停,0
104,6,大型車駕照不合規定者,21條之1第1項第2.3.4.5.6款,汽車,逕舉,0
104,6,大型車駕照不合規定者,21條之1第1項第2.3.4.5.6款,汽車,攔停,1
104,6,大型車駕照不合規定者,21條之1第1項第2.3.4.5.6款,重型機車(250CC以上),逕舉,0
104,6,大型車駕照不合規定者,21條之1第1項第2.3.4.5.6款,重型機車(250CC以上),攔停,0
104,6,大型車駕照不合規定者,21條之1第1項第2.3.4.5.6款,機車,逕舉,0
104,6,大型車駕照不合規定者,21條之1第1項第2.3.4.5.6款,機車,攔停,0
104,6,大型車未領有駕照駕車,21條之1第1項第1款,汽車,逕舉,0
104,6,大型車未領有駕照駕車,21條之1第1項第1款,汽車,攔停,1
104,6,大型車未領有駕照駕車,21條之1第1項第1款,重型機車(250CC以上),逕舉,0
104,6,大型車未領有駕照駕車,21條之1第1項第1款,重型機車(250CC以上),攔停,0
104,6,大型車未領有駕照駕車,21條之1第1項第1款,機車,逕舉,0
104,6,大型車未領有駕照駕車,21條之1第1項第1款,機車,攔停,0
104,6,三輪以上慢車未領照行駛,69條第2項,汽車,逕舉,0
104,6,三輪以上慢車未領照行駛,69條第2項,汽車,攔停,0
104,6,三輪以上慢車未領照行駛,69條第2項,重型機車(250CC以上),逕舉,0
104,6,三輪以上慢車未領照行駛,69條第2項,重型機車(250CC以上),攔停,0
104,6,三輪以上慢車未領照行駛,69條第2項,機車,逕舉,0
104,6,三輪以上慢車未領照行駛,69條第2項,機車,攔停,0
104,6,二輛以上競駛競技,43條第3項,汽車,逕舉,0
104,6,二輛以上競駛競技,43條第3項,汽車,攔停,0
104,6,二輛以上競駛競技,43條第3項,重型機車(250CC以上),逕舉,0
104,6,二輛以上競駛競技,43條第3項,重型機車(250CC以上),攔停,0
104,6,二輛以上競駛競技,43條第3項,機車,逕舉,0
104,6,二輛以上競駛競技,43條第3項,機車,攔停,0
104,6,82條第1項第1.10款83條第1項第2款以外之其他道路障礙,82條至84條,汽車,逕舉,0
104,6,82條第1項第1.10款83條第1項第2款以外之其他道路障礙,82條至84條,汽車,攔停,67
104,6,82條第1項第1.10款83條第1項第2款以外之其他道路障礙,82條至84條,重型機車(250CC以上),逕舉,0
104,6,82條第1項第1.10款83條第1項第2款以外之其他道路障礙,82條至84條,重型機車(250CC以上),攔停,0
104,6,82條第1項第1.10款83條第1項第2款以外之其他道路障礙,82條至84條,機車,逕舉,0
104,6,82條第1項第1.10款83條第1項第2款以外之其他道路障礙,82條至84條,機車,攔停,0
104,7,闖越平交道或在平交道違規,54條,汽車,逕舉,0
104,7,闖越平交道或在平交道違規,54條,汽車,攔停,0
104,7,闖越平交道或在平交道違規,54條,重型機車(250CC以上),逕舉,0
104,7,闖越平交道或在平交道違規,54條,重型機車(250CC以上),攔停,0
104,7,闖越平交道或在平交道違規,54條,機車,逕舉,0
104,7,闖越平交道或在平交道違規,54條,機車,攔停,0
104,7,闖紅燈直行左轉,53條第1項,汽車,逕舉,2375
104,7,闖紅燈直行左轉,53條第1項,汽車,攔停,569
104,7,闖紅燈直行左轉,53條第1項,重型機車(250CC以上),逕舉,10
104,7,闖紅燈直行左轉,53條第1項,重型機車(250CC以上),攔停,2
104,7,闖紅燈直行左轉,53條第1項,機車,逕舉,2057
104,7,闖紅燈直行左轉,53條第1項,機車,攔停,2801
104,7,闖紅燈右轉,53條第2項,汽車,逕舉,172
104,7,闖紅燈右轉,53條第2項,汽車,攔停,6
104,7,闖紅燈右轉,53條第2項,重型機車(250CC以上),逕舉,0
104,7,闖紅燈右轉,53條第2項,重型機車(250CC以上),攔停,0
104,7,闖紅燈右轉,53條第2項,機車,逕舉,90
104,7,闖紅燈右轉,53條第2項,機車,攔停,12
104,7,轉彎不暫停讓行人優先通行,48條第2項,汽車,逕舉,0
104,7,轉彎不暫停讓行人優先通行,48條第2項,汽車,攔停,0
104,7,轉彎不暫停讓行人優先通行,48條第2項,重型機車(250CC以上),逕舉,0
104,7,轉彎不暫停讓行人優先通行,48條第2項,重型機車(250CC以上),攔停,0
104,7,轉彎不暫停讓行人優先通行,48條第2項,機車,逕舉,0
104,7,轉彎不暫停讓行人優先通行,48條第2項,機車,攔停,0
104,7,營業大客車酒後或吸食管制藥品後駕車,35條第2項,汽車,逕舉,0
104,7,營業大客車酒後或吸食管制藥品後駕車,35條第2項,汽車,攔停,0
104,7,營業大客車酒後或吸食管制藥品後駕車,35條第2項,重型機車(250CC以上),逕舉,0
104,7,營業大客車酒後或吸食管制藥品後駕車,35條第2項,重型機車(250CC以上),攔停,0
104,7,營業大客車酒後或吸食管制藥品後駕車,35條第2項,機車,逕舉,0
104,7,營業大客車酒後或吸食管制藥品後駕車,35條第2項,機車,攔停,0
104,7,機踏車附載人員或物品未依規定,31條第5項,汽車,逕舉,0
104,7,機踏車附載人員或物品未依規定,31條第5項,汽車,攔停,0
104,7,機踏車附載人員或物品未依規定,31條第5項,重型機車(250CC以上),逕舉,0
104,7,機踏車附載人員或物品未依規定,31條第5項,重型機車(250CC以上),攔停,0
104,7,機踏車附載人員或物品未依規定,31條第5項,機車,逕舉,5
104,7,機踏車附載人員或物品未依規定,31條第5項,機車,攔停,9
104,7,駕駛人違規攬客,38條第1項,汽車,逕舉,0
104,7,駕駛人違規攬客,38條第1項,汽車,攔停,0
104,7,駕駛人違規攬客,38條第1項,重型機車(250CC以上),逕舉,0
104,7,駕駛人違規攬客,38條第1項,重型機車(250CC以上),攔停,0
104,7,駕駛人違規攬客,38條第1項,機車,逕舉,0
104,7,駕駛人違規攬客,38條第1項,機車,攔停,0
104,7,駕照吊扣期間駕車,21條第1項第5款,汽車,逕舉,0
104,7,駕照吊扣期間駕車,21條第1項第5款,汽車,攔停,9
104,7,駕照吊扣期間駕車,21條第1項第5款,重型機車(250CC以上),逕舉,0
104,7,駕照吊扣期間駕車,21條第1項第5款,重型機車(250CC以上),攔停,1
104,7,駕照吊扣期間駕車,21條第1項第5款,機車,逕舉,0
104,7,駕照吊扣期間駕車,21條第1項第5款,機車,攔停,14
104,7,駕照不合規定者,21條第1項第2.3.4.6.7.8.9款,汽車,逕舉,0
104,7,駕照不合規定者,21條第1項第2.3.4.6.7.8.9款,汽車,攔停,81
104,7,駕照不合規定者,21條第1項第2.3.4.6.7.8.9款,重型機車(250CC以上),逕舉,0
104,7,駕照不合規定者,21條第1項第2.3.4.6.7.8.9款,重型機車(250CC以上),攔停,0
104,7,駕照不合規定者,21條第1項第2.3.4.6.7.8.9款,機車,逕舉,0
104,7,駕照不合規定者,21條第1項第2.3.4.6.7.8.9款,機車,攔停,133
104,7,駕車吸菸致影響他人行車安全,31條之1第3項,汽車,逕舉,4
104,7,駕車吸菸致影響他人行車安全,31條之1第3項,汽車,攔停,31
104,7,駕車吸菸致影響他人行車安全,31條之1第3項,重型機車(250CC以上),逕舉,0
104,7,駕車吸菸致影響他人行車安全,31條之1第3項,重型機車(250CC以上),攔停,0
104,7,駕車吸菸致影響他人行車安全,31條之1第3項,機車,逕舉,2
104,7,駕車吸菸致影響他人行車安全,31條之1第3項,機車,攔停,74
104,7,肇事無人傷亡未依規定處理而逃逸者,62條第1項,汽車,逕舉,0
104,7,肇事無人傷亡未依規定處理而逃逸者,62條第1項,汽車,攔停,19
104,7,肇事無人傷亡未依規定處理而逃逸者,62條第1項,重型機車(250CC以上),逕舉,0
104,7,肇事無人傷亡未依規定處理而逃逸者,62條第1項,重型機車(250CC以上),攔停,0
104,7,肇事無人傷亡未依規定處理而逃逸者,62條第1項,機車,逕舉,0
104,7,肇事無人傷亡未依規定處理而逃逸者,62條第1項,機車,攔停,3
104,7,肇事無人傷亡不將車輛移置路邊,62條第2項,汽車,逕舉,0
104,7,肇事無人傷亡不將車輛移置路邊,62條第2項,汽車,攔停,2
104,7,肇事無人傷亡不將車輛移置路邊,62條第2項,重型機車(250CC以上),逕舉,0
104,7,肇事無人傷亡不將車輛移置路邊,62條第2項,重型機車(250CC以上),攔停,0
104,7,肇事無人傷亡不將車輛移置路邊,62條第2項,機車,逕舉,0
104,7,肇事無人傷亡不將車輛移置路邊,62條第2項,機車,攔停,0
104,7,肇事致人傷亡而逃逸者,62條第4項,汽車,逕舉,0
104,7,肇事致人傷亡而逃逸者,62條第4項,汽車,攔停,20
104,7,肇事致人傷亡而逃逸者,62條第4項,重型機車(250CC以上),逕舉,0
104,7,肇事致人傷亡而逃逸者,62條第4項,重型機車(250CC以上),攔停,0
104,7,肇事致人傷亡而逃逸者,62條第4項,機車,逕舉,0
104,7,肇事致人傷亡而逃逸者,62條第4項,機車,攔停,4
104,7,肇事致人死傷未依規定處置,62條第3項,汽車,逕舉,0
104,7,肇事致人死傷未依規定處置,62條第3項,汽車,攔停,2
104,7,肇事致人死傷未依規定處置,62條第3項,重型機車(250CC以上),逕舉,0
104,7,肇事致人死傷未依規定處置,62條第3項,重型機車(250CC以上),攔停,0
104,7,肇事致人死傷未依規定處置,62條第3項,機車,逕舉,0
104,7,肇事致人死傷未依規定處置,62條第3項,機車,攔停,1
104,7,慢車證照未隨身攜帶,71條,汽車,逕舉,0
104,7,慢車證照未隨身攜帶,71條,汽車,攔停,0
104,7,慢車證照未隨身攜帶,71條,重型機車(250CC以上),逕舉,0
104,7,慢車證照未隨身攜帶,71條,重型機車(250CC以上),攔停,0
104,7,慢車證照未隨身攜帶,71條,機車,逕舉,0
104,7,慢車證照未隨身攜帶,71條,機車,攔停,0
104,7,慢車闖平交道,75條,汽車,逕舉,0
104,7,慢車闖平交道,75條,汽車,攔停,0
104,7,慢車闖平交道,75條,重型機車(250CC以上),逕舉,0
104,7,慢車闖平交道,75條,重型機車(250CC以上),攔停,0
104,7,慢車闖平交道,75條,機車,逕舉,0
104,7,慢車闖平交道,75條,機車,攔停,0
104,7,慢車擅自變更裝置或不依規定保持煞車鈴號燈,72條,汽車,逕舉,0
104,7,慢車擅自變更裝置或不依規定保持煞車鈴號燈,72條,汽車,攔停,0
104,7,慢車擅自變更裝置或不依規定保持煞車鈴號燈,72條,重型機車(250CC以上),逕舉,0
104,7,慢車擅自變更裝置或不依規定保持煞車鈴號燈,72條,重型機車(250CC以上),攔停,0
104,7,慢車擅自變更裝置或不依規定保持煞車鈴號燈,72條,機車,逕舉,0
104,7,慢車擅自變更裝置或不依規定保持煞車鈴號燈,72條,機車,攔停,0
104,7,慢車聞消防車警備車救護車工程救險車警號不立即避讓,74條第6款,汽車,逕舉,0
104,7,慢車聞消防車警備車救護車工程救險車警號不立即避讓,74條第6款,汽車,攔停,0
104,7,慢車聞消防車警備車救護車工程救險車警號不立即避讓,74條第6款,重型機車(250CC以上),逕舉,0
104,7,慢車聞消防車警備車救護車工程救險車警號不立即避讓,74條第6款,重型機車(250CC以上),攔停,0
104,7,慢車聞消防車警備車救護車工程救險車警號不立即避讓,74條第6款,機車,逕舉,0
104,7,慢車聞消防車警備車救護車工程救險車警號不立即避讓,74條第6款,機車,攔停,0
104,7,慢車載運客貨違規,76條第1~6款,汽車,逕舉,0
104,7,慢車載運客貨違規,76條第1~6款,汽車,攔停,0
104,7,慢車載運客貨違規,76條第1~6款,重型機車(250CC以上),逕舉,0
104,7,慢車載運客貨違規,76條第1~6款,重型機車(250CC以上),攔停,0
104,7,慢車載運客貨違規,76條第1~6款,機車,逕舉,0
104,7,慢車載運客貨違規,76條第1~6款,機車,攔停,0
104,7,慢車牽引其他車輛或攀附汽車隨行,76條第7款,汽車,逕舉,0
104,7,慢車牽引其他車輛或攀附汽車隨行,76條第7款,汽車,攔停,0
104,7,慢車牽引其他車輛或攀附汽車隨行,76條第7款,重型機車(250CC以上),逕舉,0
104,7,慢車牽引其他車輛或攀附汽車隨行,76條第7款,重型機車(250CC以上),攔停,0
104,7,慢車牽引其他車輛或攀附汽車隨行,76條第7款,機車,逕舉,0
104,7,慢車牽引其他車輛或攀附汽車隨行,76條第7款,機車,攔停,0
104,7,慢車酒駕濃度超過規定標準,73條第7款,汽車,逕舉,0
104,7,慢車酒駕濃度超過規定標準,73條第7款,汽車,攔停,6
104,7,慢車酒駕濃度超過規定標準,73條第7款,重型機車(250CC以上),逕舉,0
104,7,慢車酒駕濃度超過規定標準,73條第7款,重型機車(250CC以上),攔停,0
104,7,慢車酒駕濃度超過規定標準,73條第7款,機車,逕舉,0
104,7,慢車酒駕濃度超過規定標準,73條第7款,機車,攔停,0
104,7,慢車於允許通行之人行道上未讓行人優先通行,74條第8款,汽車,逕舉,0
104,7,慢車於允許通行之人行道上未讓行人優先通行,74條第8款,汽車,攔停,0
104,7,慢車於允許通行之人行道上未讓行人優先通行,74條第8款,重型機車(250CC以上),逕舉,0
104,7,慢車於允許通行之人行道上未讓行人優先通行,74條第8款,重型機車(250CC以上),攔停,0
104,7,慢車於允許通行之人行道上未讓行人優先通行,74條第8款,機車,逕舉,0
104,7,慢車於允許通行之人行道上未讓行人優先通行,74條第8款,機車,攔停,0
104,7,慢車拒絕酒精濃度檢測,73條第2項,汽車,逕舉,0
104,7,慢車拒絕酒精濃度檢測,73條第2項,汽車,攔停,0
104,7,慢車拒絕酒精濃度檢測,73條第2項,重型機車(250CC以上),逕舉,0
104,7,慢車拒絕酒精濃度檢測,73條第2項,重型機車(250CC以上),攔停,0
104,7,慢車拒絕酒精濃度檢測,73條第2項,機車,逕舉,0
104,7,慢車拒絕酒精濃度檢測,73條第2項,機車,攔停,0
104,7,慢車行駛道路手持使用行動電話或其他相類功能裝置,73條第6款,汽車,逕舉,0
104,7,慢車行駛道路手持使用行動電話或其他相類功能裝置,73條第6款,汽車,攔停,0
104,7,慢車行駛道路手持使用行動電話或其他相類功能裝置,73條第6款,重型機車(250CC以上),逕舉,0
104,7,慢車行駛道路手持使用行動電話或其他相類功能裝置,73條第6款,重型機車(250CC以上),攔停,0
104,7,慢車行駛道路手持使用行動電話或其他相類功能裝置,73條第6款,機車,逕舉,0
104,7,慢車行駛道路手持使用行動電話或其他相類功能裝置,73條第6款,機車,攔停,0
104,7,慢車行經行人穿越道或交岔路口彎不讓行人優先通行,74條第7款,汽車,逕舉,0
104,7,慢車行經行人穿越道或交岔路口彎不讓行人優先通行,74條第7款,汽車,攔停,0
104,7,慢車行經行人穿越道或交岔路口彎不讓行人優先通行,74條第7款,重型機車(250CC以上),逕舉,0
104,7,慢車行經行人穿越道或交岔路口彎不讓行人優先通行,74條第7款,重型機車(250CC以上),攔停,0
104,7,慢車行經行人穿越道或交岔路口彎不讓行人優先通行,74條第7款,機車,逕舉,0
104,7,慢車行經行人穿越道或交岔路口彎不讓行人優先通行,74條第7款,機車,攔停,0
104,7,慢車在道路上爭先爭道或其他危險方式駕車,73條第4款,汽車,逕舉,0
104,7,慢車在道路上爭先爭道或其他危險方式駕車,73條第4款,汽車,攔停,0
104,7,慢車在道路上爭先爭道或其他危險方式駕車,73條第4款,重型機車(250CC以上),逕舉,0
104,7,慢車在道路上爭先爭道或其他危險方式駕車,73條第4款,重型機車(250CC以上),攔停,0
104,7,慢車在道路上爭先爭道或其他危險方式駕車,73條第4款,機車,逕舉,0
104,7,慢車在道路上爭先爭道或其他危險方式駕車,73條第4款,機車,攔停,0
104,7,慢車在夜間行車未開啟燈光,73條第5款,汽車,逕舉,0
104,7,慢車在夜間行車未開啟燈光,73條第5款,汽車,攔停,0
104,7,慢車在夜間行車未開啟燈光,73條第5款,重型機車(250CC以上),逕舉,0
104,7,慢車在夜間行車未開啟燈光,73條第5款,重型機車(250CC以上),攔停,0
104,7,慢車在夜間行車未開啟燈光,73條第5款,機車,逕舉,0
104,7,慢車在夜間行車未開啟燈光,73條第5款,機車,攔停,0
104,7,慢車在同一慢車道上不按遵行方向行駛,74條第2款,汽車,逕舉,0
104,7,慢車在同一慢車道上不按遵行方向行駛,74條第2款,汽車,攔停,1
104,7,慢車在同一慢車道上不按遵行方向行駛,74條第2款,重型機車(250CC以上),逕舉,0
104,7,慢車在同一慢車道上不按遵行方向行駛,74條第2款,重型機車(250CC以上),攔停,0
104,7,慢車在同一慢車道上不按遵行方向行駛,74條第2款,機車,逕舉,0
104,7,慢車在同一慢車道上不按遵行方向行駛,74條第2款,機車,攔停,0
104,7,慢車在人行道或快車道行駛,74條第5款,汽車,逕舉,0
104,7,慢車在人行道或快車道行駛,74條第5款,汽車,攔停,0
104,7,慢車在人行道或快車道行駛,74條第5款,重型機車(250CC以上),逕舉,0
104,7,慢車在人行道或快車道行駛,74條第5款,重型機車(250CC以上),攔停,0
104,7,慢車在人行道或快車道行駛,74條第5款,機車,逕舉,0
104,7,慢車在人行道或快車道行駛,74條第5款,機車,攔停,0
104,7,慢車不服從警察指揮或不依標誌標線號誌之指示,74條第1款,汽車,逕舉,0
104,7,慢車不服從警察指揮或不依標誌標線號誌之指示,74條第1款,汽車,攔停,2
104,7,慢車不服從警察指揮或不依標誌標線號誌之指示,74條第1款,重型機車(250CC以上),逕舉,0
104,7,慢車不服從警察指揮或不依標誌標線號誌之指示,74條第1款,重型機車(250CC以上),攔停,0
104,7,慢車不服從警察指揮或不依標誌標線號誌之指示,74條第1款,機車,逕舉,0
104,7,慢車不服從警察指揮或不依標誌標線號誌之指示,74條第1款,機車,攔停,0
104,7,慢車不依規定轉彎超車停車或通過交叉路口,73條第3款,汽車,逕舉,0
104,7,慢車不依規定轉彎超車停車或通過交叉路口,73條第3款,汽車,攔停,1
104,7,慢車不依規定轉彎超車停車或通過交叉路口,73條第3款,重型機車(250CC以上),逕舉,0
104,7,慢車不依規定轉彎超車停車或通過交叉路口,73條第3款,重型機車(250CC以上),攔停,0
104,7,慢車不依規定轉彎超車停車或通過交叉路口,73條第3款,機車,逕舉,0
104,7,慢車不依規定轉彎超車停車或通過交叉路口,73條第3款,機車,攔停,0
104,7,慢車不依規定擅自穿越快車道,74條第3款,汽車,逕舉,0
